titleJobs,comanyName,companyLocation,employeeRank,workType,skill,link,workModality,industry ,date
Senior DevOps Engineer - Azure,Clevertech,"Provincia de Buenos Aires, Argentina ",De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Linux', 'Python', 'Amazon RDS', 'Bash', 'Elastic Load Balancing', 'Inglés', 'Puppet', 'Red Hat Linux', 'VMware', 'VMware ESX']",https://www.linkedin.com/jobs/view/3723712886/?eBP=CwEAAAGKqhxiqgwED4HfAMMFf8mmrsoYJ9swiZFEkCazJh3lmawjNoY6dZCGhXEV-Ns-R-fzkr8YGw5hNoU5lzMI4D_KOjl1gRb7VyCpG2Y8GIGiJRIzCNF0g8BL4_mGQKQFKmUFT0XaOeGTb8fEFm2lo-0_rN47PVwSmwQnZdS7_7EeFW_b04DCl1Zm3bC1uHuNzoyXWMsZdAGpw1JjHAg-1T2lxp2SkQBipo71sH6db9dpEPf3ZvTstH4WgkMP_ZDLVyr4RhPx-MHo_p6e6tEqCBDa_ph6GLSYOXBRtFh1nzuaiFLifgMfzeqtK9FEZjyxhfLpbnHvNxGlVwGO08wUXRhDq0GpoqpiYD-LWnDKpJreh-iFlxzYm2zN2ntjmAbzcSmQK8s6K42d&refId=iK%2FVw%2Bb3gZe3GJdQeLRspw%3D%3D&trackingId=0cQ6Rj9270NFUXKGGp1wFw%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
Android + iOS Developer,Clevertech,"Provincia de Buenos Aires, Argentina ",De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Metodologías ágiles', 'Desarrollo de Android', 'Desarrollo de aplicaciones móviles', 'Inglés', 'Java', 'JavaScript', 'Lean Startup', 'Objective-C', 'Swift (lenguaje de programación)', 'iOS']",https://www.linkedin.com/jobs/view/3723696716/?eBP=CwEAAAGKqhxiqinpPRvaBzOgN7pGqe1CZfhZmLndJR_g60MWxHqbiqOtq2SO8DVbbRYiJD1hpnYuFfxXluifCEw3kRU5fHQBcXEUs3wSGPYqJfktDtIVbKWqMbqdT69nHGMPSuRW-BxmZJ8MNUBgc-NZXtrnwBJTzBh1Z-xHyhwCpXKi691bR_TRKjHshU0McHvmZWvkZW6K54RSsAadpbrTCqzDSpjXfjDpMAAh7SXDyVJXKRnAHi8SGwxNNahGEjsvQiPqhOZrUcGX196Q5v9aLoH7zp_N-6MvMGl2aPT3DIxwlTofKjso61roMDw94e3JknbUdBgCeN8ngZd3pfPf468_BrW0pRyZbowE&refId=iK%2FVw%2Bb3gZe3GJdQeLRspw%3D%3D&trackingId=VhN9HKaTgUhe1hpEoEDAQw%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
iOS Developer,Clevertech,Rosario y alrededores ,De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Algoritmos', 'Metodologías ágiles', 'Aplicaciones móviles', 'Inglés', 'Java', 'Lean Startup', 'Objective-C', 'Programación en C', 'Swift (lenguaje de programación)', 'iOS']",https://www.linkedin.com/jobs/view/3723685573/?eBP=CwEAAAGKqhxiqsnBpIt348uuwyQ85dK0hjwF4h90g9FNRggRVrYffaXyYMV-2qglM_6xrQ6h0FZq0kiBhPgGKxgVp_yX876aZVbjFHQo8J4q56bMQPCnKkQV8UUjLcyZcHSwy2Iod4fCGuQYWjCbZ8iJEXfSjxuTgXAYr_JqYMDpyvQrXPr73bV1M3uabeNpoa18RD0MvUdgeUG6E84W0JPr4eGMHpm1SmAgqTAp-BxLYanC3_MaVynzDCbYCAj2Gl_FgOWslsCgZFi-GiJwvKzl6aHdq08qA2RF6epdrvGW-a42jIrsPmxlj95JmtFG3T_twiQqPCT62UX9-hB9sLZKPsq0ykZEar3Qq6Ck&refId=iK%2FVw%2Bb3gZe3GJdQeLRspw%3D%3D&trackingId=faqtq7RxW%2BSkwWImWbT5iQ%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
Senior DevOps Engineer - Azure,Clevertech,"Provincia de Buenos Aires, Argentina ",De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Linux', 'Python', 'Amazon RDS', 'Bash', 'Elastic Load Balancing', 'Inglés', 'Puppet', 'Red Hat Linux', 'VMware', 'VMware ESX']",https://www.linkedin.com/jobs/view/3723718113/?eBP=CwEAAAGKqhxiqo4seqlF8HhZumxb6FXGQSG4V7fTPMbF-FsGSwpBlWH_PfTYUjhXIY4yI6feUyC4TqtJOMKOsWYJCFCL1uD6j6gnd38XjDY6kRauDmHswNf23SUujX07RwvLo967BQXSUiF7egEq-TLvNev0DHcUoivVkw91oW9A9yoTO0vksv5lVua8_cbSZPCFFc6IVZeEy0rd4tJHHtShVSE9OsqnhtwriMhMd_0hDMSBZIddWO0sbdY55-7br4XnCX3c9JhkMy2XMWkGbBGeC0eLQKq-NqxLffeQ_LOWlK6MFcgaBCxwg4hEkCB1HILHjnGF5881O57495u_gkDrXg9RS6m1DSxl00rJKJ5e3WDSTllkrgx5JmfYalFgouNNjESnfDm8RW5k&refId=iK%2FVw%2Bb3gZe3GJdQeLRspw%3D%3D&trackingId=qa7Ez9DK3%2F%2BEpuazkiePQQ%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
Ética y Cumplimiento - Analista Junior de Compliance – Olivos – US Client,PwC Argentina,"Buenos Aires, Provincia de Buenos Aires, Argentina ",De 5.001 a 10.000 empleados ,Jornada completa · Intermedio,"['Microsoft Office', 'Resolución de problemas', 'Cumplimiento de la normativa', 'Evaluación de riesgos', 'Inglés', 'Long Haul', 'Relaciones interpersonales']",https://www.linkedin.com/jobs/view/3705300258/?eBP=CwEAAAGKqhxiqtlWN912rOlxVLnXZUYkQCgXnt5iW3pVOv6dmeRWpdCpHpMXTwvHnX3tYcvgg0iPBtSaqkXoxzF5IEkNaIYDbiNAcaW5RGePkaSSX4WXIQCWW7TlCMB-_gG31wXANWs5RQXG_FrVaMFYBr2xC_G9_TPPAOKcRsWON1_hg0TiU44DolQ6VYB1-71E0GCGQg9d3y9TVe_ITU9hENQZREd1m4_u6Dr5GVet8dMIBGBVTTOwjHJ5zGxpBUTPlSY7AGvyDd11uxBqcn0kDr21A3ygV92JXgnheWFXNPAwz7v7nbs8vd_saas7_c4MTR5y_xnAwHLhi3ye6enMZcYXuzacoCcRoHVucfAaomT1O0rkPcMV7yB55y2oycrs39P7Gg12_Q&refId=iK%2FVw%2Bb3gZe3GJdQeLRspw%3D%3D&trackingId=nkQP30oNp6ILdl%2F9uDXRUQ%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Asesoría y servicios empresariales,2023-09-18
Senior DevOps Engineer - Azure,Clevertech,Argentina ,De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Linux', 'Python', 'Amazon RDS', 'Bash', 'Elastic Load Balancing', 'Inglés', 'Puppet', 'Red Hat Linux', 'VMware', 'VMware ESX']",https://www.linkedin.com/jobs/view/3723719193/?eBP=CwEAAAGKqhxsDH8R8uL2zVduz0YjWJYHr20dRxON67YKPGF4dC2jWJqGDyAY1Z72rZjhM-XHbz6a_eLLlAxG48tC-lrPtGUJ6Xnqt0Iwrd6KKKR8QdNYRwEXESx47-UEwQaiQHEccO8TX8Gc39fCE0WofUiRtbu1BkC5bZBKbJx6JdCUazo9ZI9sQSD1MfHf0fyO1TstR-MxEnZdKS8SGiYVC5BgEkA4SU_iiDtDQ54pDRgTmIKWzWUDsItxPXSvc3I6GwPpLv1p8-K8nMPS9MpFk9UgsEcYE9zwk7wq9Mu6CNz8WVV9-IWw3a9LgiLGZlCACpSRxMaPDS7tMabL7SykLEdwyuNfh4W7Q5D75sn3F0cgSLXg_JfeYFnCLOySDlLGIzYxaGw-Pw55&refId=hsoX%2Be%2Bcj6WbjqKYUYQd7g%3D%3D&trackingId=eaDLwAmV8G5XyYdgIwxyrQ%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
iOS Developer,Clevertech,Argentina ,De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Algoritmos', 'Metodologías ágiles', 'Aplicaciones móviles', 'Inglés', 'Java', 'Lean Startup', 'Objective-C', 'Programación en C', 'Swift (lenguaje de programación)', 'iOS']",https://www.linkedin.com/jobs/view/3723694504/?eBP=CwEAAAGKqhxsDC6klfL2nG4Rv-ZrxFVQVVNfPPGzYqBAYNke1y7G91LWxXnySnCy-EFw9lWNNxQgR6CWtt0UHy06BlaVU5LGwCi3VQXeX-BBXjH_vxaOgPGLscf1AxEtS4wZ60QMJP4SCgTRlrJsPmytzTrKbOWb9FFVxQI82oKugU_hu9FXQMdNXu7U8uRkyAqmAhjBVRE2MPGno0fqIWDXN8VaUwR5c-1QXpgm-EtF6rzEo3MBwijNfcLf3pb1Q-cT1VyIm5ejnUhf4r96_RMFvZjKmPM4IOFBxi9FTOPK9y5t1UHhDrBw7xKkmE1M5d3mhNMxI5ZYIdla8q30uObHHrAdTFbUc2pdrA&refId=hsoX%2Be%2Bcj6WbjqKYUYQd7g%3D%3D&trackingId=hoXJxoQvG9vhUCr1JmxR7Q%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
Java & Angular developer,IBM,"Buenos Aires, Provincia de Buenos Aires, Argentina ",Más de 10.001 empleados ,Jornada completa,Dato no encontrado,https://www.linkedin.com/jobs/view/3696802649/?eBP=CwEAAAGKqhxsDDQBJIRm1M2WPN56G5-BTSNKkO5wHEbtkoRcLHnZ_k6o4m0VZKSssrigUKzeuehjninukizSd07b8CehPju6CEuMxBi3A94vtyD50cGzMiD1KM8OBHDm4fgMf2INFlMbPYEKIKKwNsuf__LP25jy2gjDKXwrTzcpGP4V4PvmwN4ztQaNJQ8lbnv0yecso1PbNi_kL7wJyKm-xV6r-F5Uvtz7zza7kNN3kETW4OZJRLr216vTxC_wau_7bnBFo0zOcAwHJVSm3JY4ldogkXrkqCrQKfcpkDQSFyt-Mg0efsE8rb8QE2w3M0sM6co5tT7IxsXUhFg7Uv8hlFk_zLR8ApsDAuTtRsCz-I0ORZ9lF3qEFqEgTm6HgAWzN8k7hTwnJdnt&refId=hsoX%2Be%2Bcj6WbjqKYUYQd7g%3D%3D&trackingId=GA1cy%2BQvJd8CNMl1ZSLUwg%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Servicios de TI y consultoría de TI,2023-09-18
iOS Developer,Clevertech,"Córdoba y alrededores, Argentina ",De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Algoritmos', 'Metodologías ágiles', 'Aplicaciones móviles', 'Inglés', 'Java', 'Lean Startup', 'Objective-C', 'Programación en C', 'Swift (lenguaje de programación)', 'iOS']",https://www.linkedin.com/jobs/view/3723687998/?eBP=CwEAAAGKqhxsDBrwfT-7vB-SKFrkPP_xm8V_1udghLLqCmwaNuNodO1Sh0cRO-gHIG1-fHXHU2OvnsOrahKqESKSwFTh9vJPVUamN5iU76uuFqPY9pYdSpS9ylInIOs7f_uinTfSfcCTf2icIHlPsd6SuDq69fDoWmsfXyc_TmWDluN0p2lhZh9YgjB8lYFYdxfq0jIFh0NjusE7oxdSV5UJXbVgBe7zPtbOP1YXlBgU18py2JsRjJOY-34BEMKxhiiJWFDnKlojhFKLUHfchI_6mv9XuiKW4HvqnhAuK3OtnbBzYVviu-r4IchGt94I1ejri6sH5104xa3P_ZOUs331Wob3hQseIE9-mI2z&refId=hsoX%2Be%2Bcj6WbjqKYUYQd7g%3D%3D&trackingId=0Dk2qE2%2B4nPNWrPxGOl9tg%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
Android + iOS Developer,Clevertech,Argentina ,De 501 a 1.000 empleados ,Jornada completa · Intermedio,"['Metodologías ágiles', 'Desarrollo de Android', 'Desarrollo de aplicaciones móviles', 'Inglés', 'Java', 'JavaScript', 'Lean Startup', 'Objective-C', 'Swift (lenguaje de programación)', 'iOS']",https://www.linkedin.com/jobs/view/3723699070/?eBP=CwEAAAGKqhxsDAXyqwFTaIOEZPVrbrGBl5do5FtgH9_sm9tjks7Nux6Y-PG7KKrt2bhx6M3JW1dfBybp-tEp78iwLOvEgtgaKuFCUx0se4iNyN8oFx_xFbDfUMWWufyqt8I0SEqhxZK414gnXD3ERsl1VOVywNYsHHYPF5cABzjhsGmIOYFiJmaNNnaBxlNHym8fACNcS_iJieYrYCG0GaMo3jSjHTsAlgDjcYU9GsqWAqhiud4nMReDoVHrSL3mpmuU8tF4_vGerV2HEvGEGw9JSsCUTL7yr8T466-wf1rhc4q3QcL5Ovdbzsx8xiLSl-Pphv5uA8OKKqosvhcBIFMDb5LwAeXxTTvidzys&refId=hsoX%2Be%2Bcj6WbjqKYUYQd7g%3D%3D&trackingId=GOqGNhTUDtZOZVTeqxtIAA%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios de TI y consultoría de TI,2023-09-18
